QSPRID	pchembl_value_Mean_Label	pchembl_value_Mean_Prediction	pchembl_value_Mean_ProbabilityClass_0	pchembl_value_Mean_ProbabilityClass_1	Fold
SplittinghERG_F_Dataset_05228	False	0	0.80243	0.19757	0.0
SplittinghERG_F_Dataset_10987	True	1	0.41967	0.58033	0.0
SplittinghERG_F_Dataset_08976	True	1	0.41689	0.58311	0.0
SplittinghERG_F_Dataset_03447	True	1	0.484	0.516	0.0
SplittinghERG_F_Dataset_03656	False	0	0.51771	0.48229	0.0
SplittinghERG_F_Dataset_02413	False	1	0.31146	0.68854	0.0
SplittinghERG_F_Dataset_04148	True	0	0.53013	0.46987	0.0
SplittinghERG_F_Dataset_07620	False	1	0.38387	0.61613	0.0
SplittinghERG_F_Dataset_04671	False	1	0.32579	0.67421	0.0
SplittinghERG_F_Dataset_09056	False	1	0.20069	0.79931	0.0
SplittinghERG_F_Dataset_05496	True	0	0.59622	0.40378	0.0
SplittinghERG_F_Dataset_00871	False	1	0.4816	0.5184	0.0
SplittinghERG_F_Dataset_08829	True	1	0.39722	0.60278	0.0
SplittinghERG_F_Dataset_01263	True	1	0.37207	0.62793	0.0
SplittinghERG_F_Dataset_01618	True	1	0.39323	0.60677	0.0
SplittinghERG_F_Dataset_06543	True	1	0.30531	0.69469	0.0
SplittinghERG_F_Dataset_08524	False	0	0.57986	0.42014	0.0
SplittinghERG_F_Dataset_05524	True	0	0.65099	0.34901	0.0
SplittinghERG_F_Dataset_07957	False	1	0.47738	0.52262	0.0
SplittinghERG_F_Dataset_06492	True	1	0.46476	0.53524	0.0
SplittinghERG_F_Dataset_04921	False	0	0.50136	0.49864	0.0
SplittinghERG_F_Dataset_01220	True	1	0.26295	0.73705	0.0
SplittinghERG_F_Dataset_09991	True	1	0.33576	0.66424	0.0
SplittinghERG_F_Dataset_01765	False	1	0.42309	0.57691	0.0
SplittinghERG_F_Dataset_04394	True	1	0.45451	0.54549	0.0
SplittinghERG_F_Dataset_02456	True	1	0.47545	0.52455	0.0
SplittinghERG_F_Dataset_11660	False	1	0.42691	0.57309	0.0
SplittinghERG_F_Dataset_11277	False	1	0.34844	0.65156	0.0
SplittinghERG_F_Dataset_02001	False	0	0.55652	0.44348	0.0
SplittinghERG_F_Dataset_01513	True	0	0.54616	0.45384	0.0
SplittinghERG_F_Dataset_02801	True	1	0.35942	0.64058	0.0
SplittinghERG_F_Dataset_11357	False	1	0.39457	0.60543	0.0
SplittinghERG_F_Dataset_08525	True	1	0.48051	0.51949	0.0
SplittinghERG_F_Dataset_02523	False	1	0.4487	0.5513	0.0
SplittinghERG_F_Dataset_03944	True	0	0.5842	0.4158	0.0
SplittinghERG_F_Dataset_08758	False	1	0.25206	0.74794	0.0
SplittinghERG_F_Dataset_08988	True	1	0.33672	0.66328	0.0
SplittinghERG_F_Dataset_07447	False	1	0.41463	0.58537	0.0
SplittinghERG_F_Dataset_06876	True	1	0.414	0.586	0.0
SplittinghERG_F_Dataset_03707	True	1	0.45972	0.54028	0.0
SplittinghERG_F_Dataset_03078	True	1	0.46225	0.53775	0.0
SplittinghERG_F_Dataset_10989	False	1	0.37614	0.62386	0.0
SplittinghERG_F_Dataset_06486	True	1	0.33152	0.66848	0.0
SplittinghERG_F_Dataset_09732	True	1	0.38837	0.61163	0.0
SplittinghERG_F_Dataset_10075	True	1	0.40575	0.59425	0.0
SplittinghERG_F_Dataset_05106	False	0	0.79802	0.20198	0.0
SplittinghERG_F_Dataset_02375	False	0	0.56548	0.43452	0.0
SplittinghERG_F_Dataset_09726	False	1	0.32578	0.67422	0.0
SplittinghERG_F_Dataset_11638	True	1	0.46615	0.53385	0.0
SplittinghERG_F_Dataset_03576	False	0	0.51438	0.48562	0.0
SplittinghERG_F_Dataset_08161	False	1	0.30062	0.69938	0.0
SplittinghERG_F_Dataset_09199	False	0	0.76215	0.23785	0.0
SplittinghERG_F_Dataset_03437	True	1	0.2224	0.7776	0.0
SplittinghERG_F_Dataset_09918	True	1	0.48594	0.51406	0.0
SplittinghERG_F_Dataset_10870	False	0	0.65747	0.34253	0.0
SplittinghERG_F_Dataset_00617	False	1	0.29343	0.70657	0.0
SplittinghERG_F_Dataset_03328	True	1	0.48854	0.51146	0.0
SplittinghERG_F_Dataset_06906	False	1	0.4092	0.5908	0.0
SplittinghERG_F_Dataset_05466	False	1	0.4628	0.5372	0.0
SplittinghERG_F_Dataset_10204	False	1	0.42909	0.57091	0.0
SplittinghERG_F_Dataset_09214	True	1	0.32009	0.67991	0.0
SplittinghERG_F_Dataset_02652	False	1	0.49792	0.50208	0.0
SplittinghERG_F_Dataset_07944	True	0	0.56562	0.43438	0.0
SplittinghERG_F_Dataset_08426	True	0	0.70573	0.29427	0.0
SplittinghERG_F_Dataset_00745	True	1	0.48767	0.51233	0.0
SplittinghERG_F_Dataset_11469	False	0	0.54402	0.45598	0.0
SplittinghERG_F_Dataset_02004	True	1	0.37631	0.62369	0.0
SplittinghERG_F_Dataset_11459	True	1	0.4309	0.5691	0.0
SplittinghERG_F_Dataset_11118	True	1	0.47361	0.52639	0.0
SplittinghERG_F_Dataset_11189	True	0	0.59995	0.40005	0.0
SplittinghERG_F_Dataset_03047	True	1	0.3499	0.6501	0.0
SplittinghERG_F_Dataset_10999	True	0	0.5235	0.4765	0.0
SplittinghERG_F_Dataset_10372	True	1	0.4438	0.5562	0.0
SplittinghERG_F_Dataset_01336	False	1	0.40038	0.59962	0.0
SplittinghERG_F_Dataset_05828	True	1	0.1342	0.8658	0.0
SplittinghERG_F_Dataset_09740	False	0	0.78576	0.21424	0.0
SplittinghERG_F_Dataset_05044	True	1	0.48058	0.51942	0.0
SplittinghERG_F_Dataset_09627	True	1	0.47483	0.52517	0.0
SplittinghERG_F_Dataset_04537	True	1	0.35522	0.64478	0.0
SplittinghERG_F_Dataset_03285	False	1	0.42267	0.57733	0.0
SplittinghERG_F_Dataset_11186	True	1	0.48482	0.51518	0.0
SplittinghERG_F_Dataset_06693	False	0	0.51042	0.48958	0.0
SplittinghERG_F_Dataset_11421	True	1	0.38395	0.61605	0.0
SplittinghERG_F_Dataset_01313	True	1	0.32986	0.67014	0.0
SplittinghERG_F_Dataset_04303	True	1	0.39142	0.60858	0.0
SplittinghERG_F_Dataset_11354	False	0	0.51632	0.48368	0.0
SplittinghERG_F_Dataset_03975	True	1	0.38792	0.61208	0.0
SplittinghERG_F_Dataset_02903	True	1	0.3722	0.6278	0.0
SplittinghERG_F_Dataset_04894	True	1	0.45848	0.54152	0.0
SplittinghERG_F_Dataset_04442	True	1	0.34373	0.65627	0.0
SplittinghERG_F_Dataset_03053	False	1	0.35466	0.64534	0.0
SplittinghERG_F_Dataset_08688	True	1	0.42268	0.57732	0.0
SplittinghERG_F_Dataset_00976	False	0	0.57656	0.42344	0.0
SplittinghERG_F_Dataset_05608	False	1	0.32039	0.67961	0.0
SplittinghERG_F_Dataset_08839	True	1	0.28001	0.71999	0.0
SplittinghERG_F_Dataset_00653	True	1	0.38802	0.61198	0.0
SplittinghERG_F_Dataset_09479	True	0	0.67208	0.32792	0.0
SplittinghERG_F_Dataset_02269	False	0	0.71751	0.28249	0.0
SplittinghERG_F_Dataset_09803	False	0	0.50228	0.49772	0.0
SplittinghERG_F_Dataset_07458	True	1	0.4125	0.5875	0.0
SplittinghERG_F_Dataset_04094	False	0	0.55823	0.44177	0.0
SplittinghERG_F_Dataset_07442	True	1	0.38333	0.61667	0.0
SplittinghERG_F_Dataset_11156	False	1	0.40913	0.59087	0.0
SplittinghERG_F_Dataset_08247	True	1	0.48854	0.51146	0.0
SplittinghERG_F_Dataset_06032	False	1	0.46719	0.53281	0.0
SplittinghERG_F_Dataset_08913	True	1	0.39958	0.60042	0.0
SplittinghERG_F_Dataset_06179	True	0	0.54286	0.45714	0.0
SplittinghERG_F_Dataset_04890	False	0	0.59323	0.40677	0.0
SplittinghERG_F_Dataset_00611	True	1	0.46509	0.53491	0.0
SplittinghERG_F_Dataset_03717	True	1	0.49375	0.50625	0.0
SplittinghERG_F_Dataset_02114	True	1	0.31597	0.68403	0.0
SplittinghERG_F_Dataset_04475	True	0	0.57932	0.42068	0.0
SplittinghERG_F_Dataset_08293	False	1	0.29948	0.70052	0.0
SplittinghERG_F_Dataset_06877	False	1	0.30321	0.69679	0.0
SplittinghERG_F_Dataset_08029	False	1	0.43378	0.56622	0.0
SplittinghERG_F_Dataset_03166	True	1	0.32267	0.67733	0.0
SplittinghERG_F_Dataset_02602	False	1	0.49679	0.50321	0.0
SplittinghERG_F_Dataset_06442	True	1	0.48507	0.51493	0.0
SplittinghERG_F_Dataset_00511	True	0	0.51285	0.48715	0.0
SplittinghERG_F_Dataset_08187	True	1	0.49159	0.50841	0.0
SplittinghERG_F_Dataset_06023	False	0	0.79036	0.20964	0.0
SplittinghERG_F_Dataset_03015	False	1	0.33507	0.66493	0.0
SplittinghERG_F_Dataset_06022	False	0	0.79036	0.20964	0.0
SplittinghERG_F_Dataset_08256	True	1	0.22222	0.77778	0.0
SplittinghERG_F_Dataset_04104	False	0	0.5434	0.4566	0.0
SplittinghERG_F_Dataset_09426	False	0	0.59861	0.40139	0.0
SplittinghERG_F_Dataset_08543	True	1	0.35427	0.64573	0.0
SplittinghERG_F_Dataset_00520	False	1	0.46595	0.53405	0.0
SplittinghERG_F_Dataset_08200	True	0	0.51962	0.48038	0.0
SplittinghERG_F_Dataset_11516	True	1	0.43942	0.56058	0.0
SplittinghERG_F_Dataset_09240	True	0	0.53358	0.46642	0.0
SplittinghERG_F_Dataset_05888	False	1	0.29878	0.70122	0.0
SplittinghERG_F_Dataset_10260	True	1	0.40885	0.59115	0.0
SplittinghERG_F_Dataset_10255	True	0	0.54427	0.45573	0.0
SplittinghERG_F_Dataset_06206	False	0	0.55375	0.44625	0.0
SplittinghERG_F_Dataset_11600	True	1	0.4721	0.5279	0.0
SplittinghERG_F_Dataset_05360	True	1	0.41679	0.58321	0.0
SplittinghERG_F_Dataset_06448	False	1	0.31354	0.68646	0.0
SplittinghERG_F_Dataset_01109	False	0	0.58352	0.41648	0.0
SplittinghERG_F_Dataset_07925	True	1	0.39167	0.60833	0.0
SplittinghERG_F_Dataset_07012	False	1	0.36074	0.63926	0.0
SplittinghERG_F_Dataset_01038	True	0	0.53926	0.46074	0.0
SplittinghERG_F_Dataset_04353	False	1	0.41104	0.58896	0.0
SplittinghERG_F_Dataset_00020	False	1	0.38065	0.61935	0.0
SplittinghERG_F_Dataset_09147	False	0	0.86458	0.13542	0.0
SplittinghERG_F_Dataset_08035	True	0	0.57899	0.42101	0.0
SplittinghERG_F_Dataset_05790	True	1	0.33967	0.66033	0.0
SplittinghERG_F_Dataset_10183	True	1	0.46209	0.53791	0.0
SplittinghERG_F_Dataset_04447	False	0	0.71571	0.28429	0.0
SplittinghERG_F_Dataset_00934	True	0	0.59812	0.40188	0.0
SplittinghERG_F_Dataset_09003	True	0	0.60781	0.39219	0.0
SplittinghERG_F_Dataset_07176	True	1	0.45019	0.54981	0.0
SplittinghERG_F_Dataset_03463	False	0	0.61155	0.38845	0.0
SplittinghERG_F_Dataset_00394	True	1	0.38256	0.61744	0.0
SplittinghERG_F_Dataset_04010	True	1	0.49214	0.50786	0.0
SplittinghERG_F_Dataset_01737	True	0	0.55451	0.44549	0.0
SplittinghERG_F_Dataset_02165	True	1	0.33125	0.66875	0.0
SplittinghERG_F_Dataset_00561	True	1	0.44717	0.55283	0.0
SplittinghERG_F_Dataset_03069	True	1	0.37066	0.62934	0.0
SplittinghERG_F_Dataset_04397	False	0	0.56858	0.43142	0.0
SplittinghERG_F_Dataset_10795	False	0	0.53621	0.46379	0.0
SplittinghERG_F_Dataset_09298	True	0	0.5572	0.4428	0.0
SplittinghERG_F_Dataset_01162	False	0	0.51797	0.48203	0.0
SplittinghERG_F_Dataset_05872	True	1	0.38368	0.61632	0.0
SplittinghERG_F_Dataset_06119	True	1	0.46224	0.53776	0.0
SplittinghERG_F_Dataset_01729	True	0	0.51962	0.48038	0.0
SplittinghERG_F_Dataset_01527	True	0	0.50615	0.49385	0.0
SplittinghERG_F_Dataset_06712	True	1	0.45032	0.54968	0.0
SplittinghERG_F_Dataset_00842	True	0	0.92049	0.07951	0.0
SplittinghERG_F_Dataset_02930	False	1	0.28825	0.71175	0.0
SplittinghERG_F_Dataset_06639	True	0	0.55451	0.44549	0.0
SplittinghERG_F_Dataset_00058	False	1	0.3652	0.6348	0.0
SplittinghERG_F_Dataset_09259	True	1	0.47049	0.52951	0.0
SplittinghERG_F_Dataset_02865	False	1	0.3933	0.6067	0.0
SplittinghERG_F_Dataset_03582	False	0	0.51798	0.48202	0.0
SplittinghERG_F_Dataset_09021	False	1	0.33948	0.66052	0.0
SplittinghERG_F_Dataset_02291	True	0	0.58802	0.41198	0.0
SplittinghERG_F_Dataset_05821	False	0	0.51736	0.48264	0.0
SplittinghERG_F_Dataset_00083	True	1	0.46962	0.53038	0.0
SplittinghERG_F_Dataset_06761	True	1	0.46502	0.53498	0.0
SplittinghERG_F_Dataset_08301	False	0	0.59401	0.40599	0.0
SplittinghERG_F_Dataset_01649	True	1	0.45486	0.54514	0.0
SplittinghERG_F_Dataset_09431	True	1	0.34859	0.65141	0.0
SplittinghERG_F_Dataset_03482	False	1	0.34896	0.65104	0.0
SplittinghERG_F_Dataset_02724	False	1	0.4	0.6	0.0
SplittinghERG_F_Dataset_06750	True	0	0.5443	0.4557	0.0
SplittinghERG_F_Dataset_00414	False	1	0.27258	0.72742	0.0
SplittinghERG_F_Dataset_11122	True	1	0.08333	0.91667	0.0
SplittinghERG_F_Dataset_02450	False	1	0.47322	0.52678	0.0
SplittinghERG_F_Dataset_06424	False	1	0.41954	0.58046	0.0
SplittinghERG_F_Dataset_04746	False	0	0.50151	0.49849	0.0
SplittinghERG_F_Dataset_09657	True	0	0.59978	0.40022	0.0
SplittinghERG_F_Dataset_05837	True	0	0.51338	0.48662	0.0
SplittinghERG_F_Dataset_05616	True	1	0.30142	0.69858	0.0
SplittinghERG_F_Dataset_04238	False	0	0.59958	0.40042	0.0
SplittinghERG_F_Dataset_07282	False	1	0.35816	0.64184	0.0
SplittinghERG_F_Dataset_11131	True	1	0.42839	0.57161	0.0
SplittinghERG_F_Dataset_02907	True	0	0.5776	0.4224	0.0
SplittinghERG_F_Dataset_10742	False	1	0.32144	0.67856	0.0
SplittinghERG_F_Dataset_10876	True	0	0.54412	0.45588	0.0
SplittinghERG_F_Dataset_02133	True	1	0.44916	0.55084	0.0
SplittinghERG_F_Dataset_01897	True	1	0.4559	0.5441	0.0
SplittinghERG_F_Dataset_07907	True	1	0.47361	0.52639	0.0
SplittinghERG_F_Dataset_06270	True	1	0.40226	0.59774	0.0
SplittinghERG_F_Dataset_08624	False	1	0.38917	0.61083	0.0
SplittinghERG_F_Dataset_04055	True	1	0.28803	0.71197	0.0
SplittinghERG_F_Dataset_09080	True	1	0.44968	0.55032	0.0
SplittinghERG_F_Dataset_08722	False	0	0.69479	0.30521	0.0
SplittinghERG_F_Dataset_07621	True	1	0.38387	0.61613	0.0
SplittinghERG_F_Dataset_01817	False	0	0.50856	0.49144	0.0
SplittinghERG_F_Dataset_11429	False	0	0.58594	0.41406	0.0
SplittinghERG_F_Dataset_01937	False	1	0.48941	0.51059	0.0
SplittinghERG_F_Dataset_00337	False	1	0.46684	0.53316	0.0
SplittinghERG_F_Dataset_02335	True	1	0.36979	0.63021	0.0
SplittinghERG_F_Dataset_04317	False	1	0.41555	0.58445	0.0
SplittinghERG_F_Dataset_02072	False	1	0.46853	0.53147	0.0
SplittinghERG_F_Dataset_05325	False	0	0.5935	0.4065	0.0
SplittinghERG_F_Dataset_01726	True	0	0.50503	0.49497	0.0
SplittinghERG_F_Dataset_08246	True	1	0.48854	0.51146	0.0
SplittinghERG_F_Dataset_01047	False	0	0.54931	0.45069	0.0
SplittinghERG_F_Dataset_11446	False	0	0.58299	0.41701	0.0
SplittinghERG_F_Dataset_02815	True	1	0.48294	0.51706	0.0
SplittinghERG_F_Dataset_09404	True	1	0.48968	0.51032	0.0
SplittinghERG_F_Dataset_02320	False	0	0.63802	0.36198	0.0
SplittinghERG_F_Dataset_09033	False	0	0.71267	0.28733	0.0
SplittinghERG_F_Dataset_06797	False	1	0.47344	0.52656	0.0
SplittinghERG_F_Dataset_05653	False	1	0.43583	0.56417	0.0
SplittinghERG_F_Dataset_05400	True	1	0.38782	0.61218	0.0
SplittinghERG_F_Dataset_00766	True	1	0.25799	0.74201	0.0
SplittinghERG_F_Dataset_02861	False	1	0.23262	0.76738	0.0
SplittinghERG_F_Dataset_04793	False	1	0.47584	0.52416	0.0
SplittinghERG_F_Dataset_03704	False	0	0.67969	0.32031	0.0
SplittinghERG_F_Dataset_01144	True	1	0.44045	0.55955	0.0
SplittinghERG_F_Dataset_09661	False	1	0.42009	0.57991	0.0
SplittinghERG_F_Dataset_11039	True	0	0.59167	0.40833	0.0
SplittinghERG_F_Dataset_02510	True	1	0.41649	0.58351	0.0
SplittinghERG_F_Dataset_06862	True	1	0.22656	0.77344	0.0
SplittinghERG_F_Dataset_02273	True	0	0.5844	0.4156	0.0
SplittinghERG_F_Dataset_09128	True	1	0.45376	0.54624	0.0
SplittinghERG_F_Dataset_03955	True	1	0.42364	0.57636	0.0
SplittinghERG_F_Dataset_07231	True	1	0.40583	0.59417	0.0
SplittinghERG_F_Dataset_08977	False	0	0.53767	0.46233	0.0
SplittinghERG_F_Dataset_05079	False	0	0.75186	0.24814	0.0
SplittinghERG_F_Dataset_00102	True	0	0.67969	0.32031	0.0
SplittinghERG_F_Dataset_01989	True	1	0.41528	0.58472	0.0
SplittinghERG_F_Dataset_08331	True	1	0.31819	0.68181	0.0
SplittinghERG_F_Dataset_04256	False	1	0.41562	0.58438	0.0
SplittinghERG_F_Dataset_07756	True	1	0.47639	0.52361	0.0
SplittinghERG_F_Dataset_08539	False	0	0.71997	0.28003	0.0
SplittinghERG_F_Dataset_01672	False	1	0.46458	0.53542	0.0
SplittinghERG_F_Dataset_05676	True	1	0.39019	0.60981	0.0
SplittinghERG_F_Dataset_11051	True	1	0.41806	0.58194	0.0
SplittinghERG_F_Dataset_08994	True	1	0.46295	0.53705	0.0
SplittinghERG_F_Dataset_02856	False	0	0.5158	0.4842	0.0
SplittinghERG_F_Dataset_04513	False	1	0.44038	0.55962	0.0
SplittinghERG_F_Dataset_11633	True	1	0.35878	0.64122	0.0
SplittinghERG_F_Dataset_06174	True	0	0.56293	0.43707	0.0
SplittinghERG_F_Dataset_02275	True	1	0.35625	0.64375	0.0
SplittinghERG_F_Dataset_04301	True	1	0.32177	0.67823	0.0
SplittinghERG_F_Dataset_07630	True	1	0.36069	0.63931	0.0
SplittinghERG_F_Dataset_03887	True	1	0.42118	0.57882	0.0
SplittinghERG_F_Dataset_02045	True	1	0.4033	0.5967	0.0
SplittinghERG_F_Dataset_06461	False	0	0.59048	0.40952	0.0
SplittinghERG_F_Dataset_08233	True	0	0.57736	0.42264	0.0
SplittinghERG_F_Dataset_09861	True	1	0.42597	0.57403	0.0
SplittinghERG_F_Dataset_01295	False	1	0.4908	0.5092	0.0
SplittinghERG_F_Dataset_10346	True	1	0.43161	0.56839	0.0
SplittinghERG_F_Dataset_00591	True	0	0.65373	0.34627	0.0
SplittinghERG_F_Dataset_03973	True	0	0.52145	0.47855	0.0
SplittinghERG_F_Dataset_00221	False	0	0.52292	0.47708	0.0
SplittinghERG_F_Dataset_07571	True	1	0.43331	0.56669	0.0
SplittinghERG_F_Dataset_07792	True	1	0.28429	0.71571	0.0
SplittinghERG_F_Dataset_10438	True	1	0.45015	0.54985	0.0
SplittinghERG_F_Dataset_06113	True	1	0.46562	0.53438	0.0
SplittinghERG_F_Dataset_00858	False	1	0.4034	0.5966	0.0
SplittinghERG_F_Dataset_09715	True	0	0.54487	0.45513	0.0
SplittinghERG_F_Dataset_06657	True	1	0.48428	0.51572	0.0
SplittinghERG_F_Dataset_08163	True	1	0.37934	0.62066	0.0
SplittinghERG_F_Dataset_04313	False	0	0.54887	0.45113	0.0
SplittinghERG_F_Dataset_10727	False	1	0.17014	0.82986	0.0
SplittinghERG_F_Dataset_05414	True	1	0.31625	0.68375	0.0
SplittinghERG_F_Dataset_09045	True	0	0.54705	0.45295	0.0
SplittinghERG_F_Dataset_00994	False	0	0.50747	0.49253	0.0
SplittinghERG_F_Dataset_11082	False	1	0.4753	0.5247	0.0
SplittinghERG_F_Dataset_01554	False	1	0.46285	0.53715	0.0
SplittinghERG_F_Dataset_06754	False	1	0.40262	0.59738	0.0
SplittinghERG_F_Dataset_06921	True	0	0.51297	0.48703	0.0
SplittinghERG_F_Dataset_05335	True	1	0.47656	0.52344	0.0
SplittinghERG_F_Dataset_10771	True	0	0.50859	0.49141	0.0
SplittinghERG_F_Dataset_07293	True	1	0.42882	0.57118	0.0
SplittinghERG_F_Dataset_09969	False	0	0.69809	0.30191	0.0
SplittinghERG_F_Dataset_02848	False	1	0.28611	0.71389	0.0
SplittinghERG_F_Dataset_08978	True	1	0.49913	0.50087	0.0
SplittinghERG_F_Dataset_09583	False	1	0.35409	0.64591	0.0
SplittinghERG_F_Dataset_02513	False	0	0.5244	0.4756	0.0
SplittinghERG_F_Dataset_08358	True	1	0.4818	0.5182	0.0
SplittinghERG_F_Dataset_01463	True	0	0.5283	0.4717	0.0
SplittinghERG_F_Dataset_10707	False	1	0.27448	0.72552	0.0
SplittinghERG_F_Dataset_11704	False	0	0.80174	0.19826	0.0
SplittinghERG_F_Dataset_04480	True	1	0.43247	0.56753	0.0
SplittinghERG_F_Dataset_02835	True	1	0.43281	0.56719	0.0
SplittinghERG_F_Dataset_06001	False	0	0.59253	0.40747	0.0
SplittinghERG_F_Dataset_07762	True	0	0.59514	0.40486	0.0
SplittinghERG_F_Dataset_02233	True	0	0.73524	0.26476	0.0
SplittinghERG_F_Dataset_03050	False	1	0.33777	0.66223	0.0
SplittinghERG_F_Dataset_09180	True	1	0.26267	0.73733	0.0
SplittinghERG_F_Dataset_05875	True	1	0.3592	0.6408	0.0
SplittinghERG_F_Dataset_00400	False	1	0.44072	0.55928	0.0
SplittinghERG_F_Dataset_04562	True	1	0.36992	0.63008	0.0
SplittinghERG_F_Dataset_11208	False	1	0.43785	0.56215	0.0
SplittinghERG_F_Dataset_04962	False	1	0.42448	0.57552	0.0
SplittinghERG_F_Dataset_10349	True	1	0.39792	0.60208	0.0
SplittinghERG_F_Dataset_07862	False	1	0.39375	0.60625	0.0
SplittinghERG_F_Dataset_08876	False	1	0.45608	0.54392	0.0
SplittinghERG_F_Dataset_04401	True	1	0.45035	0.54965	0.0
SplittinghERG_F_Dataset_01023	True	1	0.34505	0.65495	0.0
SplittinghERG_F_Dataset_03298	False	1	0.42996	0.57004	0.0
SplittinghERG_F_Dataset_03891	True	0	0.51667	0.48333	0.0
SplittinghERG_F_Dataset_09263	True	1	0.24063	0.75938	0.0
SplittinghERG_F_Dataset_00059	True	1	0.3652	0.6348	0.0
SplittinghERG_F_Dataset_09780	True	0	0.56771	0.43229	0.0
SplittinghERG_F_Dataset_04245	True	0	0.55335	0.44665	0.0
SplittinghERG_F_Dataset_05514	True	0	0.62721	0.37279	0.0
SplittinghERG_F_Dataset_04766	True	1	0.37951	0.62049	0.0
SplittinghERG_F_Dataset_10824	False	0	0.66059	0.33941	0.0
SplittinghERG_F_Dataset_01328	True	1	0.42677	0.57323	0.0
SplittinghERG_F_Dataset_03984	True	1	0.37526	0.62474	0.0
SplittinghERG_F_Dataset_03351	True	1	0.39315	0.60685	0.0
SplittinghERG_F_Dataset_04770	True	0	0.83333	0.16667	0.0
SplittinghERG_F_Dataset_09406	True	0	0.53313	0.46687	0.0
SplittinghERG_F_Dataset_03279	True	0	0.57101	0.42899	0.0
SplittinghERG_F_Dataset_09982	True	0	0.51885	0.48115	0.0
SplittinghERG_F_Dataset_06913	True	1	0.41143	0.58857	0.0
SplittinghERG_F_Dataset_05015	False	1	0.39576	0.60424	0.0
SplittinghERG_F_Dataset_07433	False	1	0.49375	0.50625	0.0
SplittinghERG_F_Dataset_01550	False	0	0.54712	0.45288	0.0
SplittinghERG_F_Dataset_01009	True	1	0.25104	0.74896	0.0
SplittinghERG_F_Dataset_03602	True	1	0.47413	0.52587	0.0
SplittinghERG_F_Dataset_02554	False	1	0.48896	0.51104	0.0
SplittinghERG_F_Dataset_06778	True	1	0.37845	0.62155	0.0
SplittinghERG_F_Dataset_01612	False	0	0.51456	0.48544	0.0
SplittinghERG_F_Dataset_02737	True	1	0.33006	0.66994	0.0
SplittinghERG_F_Dataset_03455	True	1	0.04167	0.95833	0.0
SplittinghERG_F_Dataset_07148	False	1	0.48576	0.51424	0.0
SplittinghERG_F_Dataset_09603	True	1	0.47656	0.52344	0.0
SplittinghERG_F_Dataset_00648	True	1	0.21979	0.78021	0.0
SplittinghERG_F_Dataset_04064	True	1	0.45542	0.54458	0.0
SplittinghERG_F_Dataset_02862	True	1	0.23262	0.76738	0.0
SplittinghERG_F_Dataset_00879	False	1	0.38977	0.61023	0.0
SplittinghERG_F_Dataset_04392	False	1	0.3066	0.6934	0.0
SplittinghERG_F_Dataset_07559	False	1	0.48233	0.51767	0.0
SplittinghERG_F_Dataset_02303	True	1	0.4809	0.5191	0.0
SplittinghERG_F_Dataset_05982	False	1	0.45335	0.54665	0.0
SplittinghERG_F_Dataset_01624	False	1	0.25409	0.74591	0.0
SplittinghERG_F_Dataset_00550	False	0	0.69375	0.30625	0.0
SplittinghERG_F_Dataset_09797	False	1	0.47287	0.52713	0.0
SplittinghERG_F_Dataset_04233	True	1	0.45295	0.54705	0.0
SplittinghERG_F_Dataset_07628	True	1	0.34896	0.65104	0.0
SplittinghERG_F_Dataset_07755	True	1	0.47639	0.52361	0.0
SplittinghERG_F_Dataset_00211	True	0	0.50823	0.49177	0.0
SplittinghERG_F_Dataset_11539	False	1	0.37531	0.62469	0.0
SplittinghERG_F_Dataset_09542	False	1	0.40427	0.59573	0.0
SplittinghERG_F_Dataset_09398	True	1	0.46189	0.53811	0.0
SplittinghERG_F_Dataset_03232	False	0	0.80868	0.19132	0.0
SplittinghERG_F_Dataset_07076	True	1	0.45831	0.54169	0.0
SplittinghERG_F_Dataset_06110	True	1	0.16667	0.83333	0.0
SplittinghERG_F_Dataset_03543	True	1	0.40565	0.59435	0.0
SplittinghERG_F_Dataset_00068	True	1	0.42937	0.57063	0.0
SplittinghERG_F_Dataset_01438	False	1	0.31233	0.68767	0.0
SplittinghERG_F_Dataset_02515	False	1	0.30874	0.69126	0.0
SplittinghERG_F_Dataset_02868	True	0	0.57391	0.42609	0.0
SplittinghERG_F_Dataset_07822	True	0	0.60576	0.39424	0.0
SplittinghERG_F_Dataset_08793	False	1	0.4842	0.5158	0.0
SplittinghERG_F_Dataset_09833	True	1	0.45613	0.54387	0.0
SplittinghERG_F_Dataset_00696	True	1	0.46922	0.53078	0.0
SplittinghERG_F_Dataset_08521	False	1	0.41089	0.58911	0.0
SplittinghERG_F_Dataset_10970	False	1	0.41917	0.58083	0.0
SplittinghERG_F_Dataset_07689	True	0	0.6217	0.3783	0.0
SplittinghERG_F_Dataset_09859	False	1	0.32464	0.67536	0.0
SplittinghERG_F_Dataset_01314	True	1	0.32986	0.67014	0.0
SplittinghERG_F_Dataset_07475	False	1	0.39861	0.60139	0.0
SplittinghERG_F_Dataset_04077	True	1	0.39027	0.60973	0.0
SplittinghERG_F_Dataset_09411	True	0	0.7309	0.2691	0.0
SplittinghERG_F_Dataset_07278	False	0	0.58575	0.41425	0.0
SplittinghERG_F_Dataset_00012	True	0	0.5756	0.4244	0.0
SplittinghERG_F_Dataset_03914	True	1	0.30241	0.69759	0.0
